amendment_indicator,amendment_indicator_desc,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_party,category_code,category_code_full,comm_dt,name,committee_id,committee_type,designation,designation_full,party,party_full,state,city,cycle,is_active,organization_type,organization_type_full,treasurer_name,affiliated_committee_name,filing_frequency,expenditure_amount,expenditure_date,expenditure_description,dissemination_date,support_oppose_indicator,election_type,election_type_full,fec_election_type_desc,fec_election_year,entity_type,entity_type_desc,payee_first_name,payee_last_name,payee_middle_name,payee_city,payee_occupation,file_number,filing_form,image_number,line_number,link_id,memo_code,memo_code_full,memo_text,memoed_subtotal,original_sub_id,pdf_url,report_type,report_year,schedule_type,schedule_type_full,sub_id,transaction_id,conduit_committee_id,conduit_committee_name,conduit_committee_city,conduit_committee_state
N,,,SHAWN,,BETTIS,STEFAN,"BETTIS, SHAWN STEFAN",S,,,FL,,,,,SHAWN BETTIS,C00945709,S,P,Principal campaign committee,DEM,DEMOCRATIC PARTY,FL,NOKOMIS,2026,True,,,"BETTIS, SHAWN STEFAN",NONE,Q,1000000000.0,2026-04-23,DJIA,2026-04-22,O,P2026,,,,,,,,,,,1970903,F24,202604239866684211,24,4042420261482795013,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866684211,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438164,WFT20263231240-1,,,,
N,,,ALA,H6PA03245,STANFORD,DR.,"STANFORD, ALA DR.",H,,03,PA,DEM,,,,314 ACTION FUND,C00633248,W,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"ROBERSON, JOHN",314 ACTION VICTORY FUND,M,39254.96,2026-04-23,DIRECT MAIL SERVICES,2026-04-21,S,P2026,,,,,,,,,DUNEDIN,,1970900,F24,202604239866684181,24,4042420261482795012,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866684181,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438162,500104558,,,,
N,,,CHUCK,,GRAY,,"GRAY, CHUCK",H,,00,WY,,001,Administrative/Salary/Overhead Expenses ,,PROTECTING WYOMING VALUES,C00946624,O,U,Unauthorized,,,WY,CASPER,2026,True,,,"JOHNSTON, SARAH",NONE,Q,12240.0,2026-04-23,RADIO ADS,2026-04-23,S,P2026,,,,,,,,,LOS ANGELES,,1970862,F24,202604239866683857,24,4042420261482795009,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866683857,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438157,SE.4146,C00946624,,,
N,,,FELIX,S6AL00476,MOORE,BARRY,"MOORE, FELIX BARRY",S,,00,AL,REP,,,,ALABAMA FREEDOM FUND,C00930438,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"ROZANSKY, ADAM",BARRY MOORE ALABAMA VICTORY,Q,141.67,2026-04-23,MAIL PRODUCTION (FROM ADVANCE LINE 21),2026-04-23,S,P2026,,,,,,,,,WASHINGTON,,1970846,F24,202604239866682871,24,4042420261482795007,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866682871,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438135,SE24.6143,,,,
N,,,MANNY,H6CO08013,RUTINEL,,"RUTINEL, MANNY",H,,08,CO,DEM,004,Advertising Expenses ,,LATINO VICTORY PROJECT,C90015181,I,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,,,Q,85000.0,2026-04-23,ADVERTISING - TV AD BUY,,S,P2026,PRIMARY,,,,,,,,BETHESDA,,1970957,F5,202604239866687869,,4042420261482796001,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866687869,48,2026,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4042420261482799009,F57.000002,,,,
N,,,DENISE,H6NE02174,POWELL,,"POWELL, DENISE",H,,02,NE,DEM,,,,WOMEN VOTE,C00473918,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"ROBINSON, DENELLE",EMILY'S LIST,M,3681.59,2026-04-23,TV MEDIA PRODUCTION,2026-04-21,S,P2026,,,,,,,,,WASHINGTON,,1970705,F24,202604229866668075,24,4042220261482532012,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604229866668075,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042220261482761212,500017504,,,,
N,,,JOHN,H6NE02190,CAVANAUGH,,"CAVANAUGH, JOHN",H,,02,NE,DEM,,,,WOMEN VOTE,C00473918,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"ROBINSON, DENELLE",EMILY'S LIST,M,3681.59,2026-04-23,TV MEDIA PRODUCTION,2026-04-21,O,P2026,,,,,,,,,WASHINGTON,,1970705,F24,202604229866668075,24,4042220261482532012,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604229866668075,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042220261482761211,500017503,,,,
N,,,ALEXANDRA,H6TX09140,MEALER,,"MEALER, ALEXANDRA",H,,09,TX,REP,,,,SENATE CONSERVATIVES FUND,C00448696,Q,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"KILGORE, PAUL",NONE,M,22.25,2026-04-22,IE- MEALER - DONATION PROCESSING,2026-04-22,S,O2026,PRIMARY RUNOFF,,,,,,,,WASHINGTON,,1974229,F24,202605129866920000,24,4051220261510035014,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605129866920000,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4051220261510125064,E3E270859887F486AA91,C00448696,,,
N,,,JON,H6TX02244,BONCK,,"BONCK, JON",H,,38,TX,REP,,,,SENATE CONSERVATIVES FUND,C00448696,Q,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"KILGORE, PAUL",NONE,M,22.3,2026-04-22,IE- BONCK - DONATION PROCESSING,2026-04-22,S,O2026,PRIMARY RUNOFF,,,,,,,,WASHINGTON,,1974228,F24,202605129866919993,24,4051220261510035013,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605129866919993,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4051220261510125049,EA40E31F5CCBC4B11A32,C00448696,,,
N,,,SCOTT,H2PA04135,PERRY,,"PERRY, SCOTT",H,,10,PA,REP,,,,SENATE CONSERVATIVES FUND,C00448696,Q,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"KILGORE, PAUL",NONE,M,22.65,2026-04-22,IE- PERRY - DONATION PROCESSING,2026-04-22,S,P2026,,,,,,,,,WASHINGTON,,1972905,F24,202605069866841601,24,4050620261509502019,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605069866841601,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4050620261509613062,E17CC440CFFAE4C6B9C7,C00448696,,,
N,,,CHRISTOPHER M.,H6PA03203,RABB,,"RABB, CHRISTOPHER M.",H,,03,PA,DEM,004,Advertising Expenses ,,FREEDOM PA,C00902189,O,U,Unauthorized,,,PA,PITTSBURGH,2026,True,,,"LICHTENSTEIN, JEFFREY",NONE,Q,500.0,2026-04-22,SOCIAL MEDIA CONSULTING - ESTIMATE,2026-04-22,S,P2026,,,,,,THEODORE,SMITH,,PITTSBURGH,,1972355,F24,202605039866788984,24,4050320261498904009,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605039866788984,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4050320261498915030,SE.4351,C00902189,,,
N,,,CHRISTOPHER M.,H6PA03203,RABB,,"RABB, CHRISTOPHER M.",H,,03,PA,DEM,004,Advertising Expenses ,,FREEDOM PA,C00902189,O,U,Unauthorized,,,PA,PITTSBURGH,2026,True,,,"LICHTENSTEIN, JEFFREY",NONE,Q,2708.97,2026-04-22,PHONES - ESTIMATE,2026-04-22,S,P2026,,,,,,,,,PHILADELPHIA,,1972355,F24,202605039866788975,24,4050320261498904009,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605039866788975,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4050320261498915012,SE.4347,C00902189,,,
N,,,CHRISTIAN,H6TX18232,MENEFEE,,"MENEFEE, CHRISTIAN REP.",H,,18,TX,DEM,004,Advertising Expenses ,,PROTECT PROGRESS,C00848440,O,U,Unauthorized,,,MN,ST. PAUL,2026,True,,,"PHILIPCZYK, BRANDON",FAIRSHAKE,M,47162.2,2026-04-22,"IE-MENEFEE-DIRECT MAIL PRODUCTION, PRINTING, POSTAGE",2026-05-01,S,R2026,RUNOFF,,,,,,,,ANNANDALE,,1972320,F24,202605039866788764,24,4050320261498904003,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605039866788764,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4050320261498915004,V803846972686862E544,C00899831,,,
N,,,ALEXANDER,H6NY12214,BORES,,"BORES, ALEXANDER",H,,12,NY,DEM,,,,JOBS AND DEMOCRACY PAC,C00928374,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"BADILLO, JORGE",PUBLIC FIRST,Q,104615.2,2026-04-22,MAILERS,2026-04-30,S,P2026,,,,,,,,,SANTA BARBARA,,1972282,F24,202605029866788531,24,4050220261498889009,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605029866788531,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4050220261498897013,SE.4227,C00928374,,,
N,,,CHRISTIAN,H6TX18232,MENEFEE,,"MENEFEE, CHRISTIAN REP.",H,,18,TX,DEM,004,Advertising Expenses ,,PROTECT PROGRESS,C00848440,O,U,Unauthorized,,,MN,ST. PAUL,2026,True,,,"PHILIPCZYK, BRANDON",FAIRSHAKE,M,47162.2,2026-04-22,"IE-MENEFEE-DIRECT MAIL PRODUCTION, PRINTING, POSTAGE",2026-04-29,S,R2026,RUNOFF,,,,,,,,ANNANDALE,,1972168,F24,202605019866786153,24,4050120261498757023,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605019866786153,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4050120261498876099,V5CB1E1E9EED4B634F17,C00899831,,,
N,,,MICHAEL A,S6GA00390,COLLINS,JR,"COLLINS, MICHAEL A JR",S,,00,GA,REP,,,,SENATE CONSERVATIVES FUND,C00448696,Q,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"KILGORE, PAUL",NONE,M,112.28,2026-04-22,IE- COLLINS - DONATION PROCESSING,2026-04-22,S,P2026,,,,,,,,,WASHINGTON,,1972123,F24,202605019866785536,24,4050120261498757020,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605019866785536,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4050120261498876093,E2FA57B1C0F164A60AA0,C00448696,,,
N,,,KEVIN,S6OK04247,HERN,,"HERN, KEVIN",S,,00,OK,REP,,,,SENATE CONSERVATIVES FUND,C00448696,Q,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"KILGORE, PAUL",NONE,M,111.68,2026-04-22,IE- HERN - DONATION PROCESSING,2026-04-22,S,P2026,,,,,,,,,WASHINGTON,,1972121,F24,202605019866785531,24,4050120261498757019,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605019866785531,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4050120261498876089,E0DA6A1D169A8421682A,C00448696,,,
N,,,KEVIN,S6OK04247,HERN,,"HERN, KEVIN",S,,00,OK,REP,,,,SENATE CONSERVATIVES FUND,C00448696,Q,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"KILGORE, PAUL",NONE,M,6793.56,2026-04-22,IE-HERN-DIRECT MAIL PRODUCTION,2026-04-20,S,P2026,,,,,,,,,LYNCHBURG,,1972121,F24,202605019866785530,24,4050120261498757019,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202605019866785530,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4050120261498876087,EA2F8E892FE3C45618BE,,,,
N,,,ALEXANDER,H6NY12214,BORES,,"BORES, ALEXANDER",H,,12,NY,DEM,,,,JOBS AND DEMOCRACY PAC,C00928374,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"BADILLO, JORGE",PUBLIC FIRST,Q,115458.64,2026-04-22,DIGITAL BUY,2026-04-28,S,P2026,,,,,,,,,SANTA BARBARA,,1971953,F24,202604309866780283,24,4043020261484517035,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604309866780283,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4043020261484916086,SE.4224,C00928374,,,
N,,,ALEXANDER,H6NY12214,BORES,,"BORES, ALEXANDER",H,,12,NY,DEM,,,,JOBS AND DEMOCRACY PAC,C00928374,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"BADILLO, JORGE",PUBLIC FIRST,Q,146731.37,2026-04-22,TV BUY,2026-04-28,S,P2026,,,,,,,,,SANTA BARBARA,,1971953,F24,202604309866780283,24,4043020261484517035,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604309866780283,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4043020261484916085,SE.4222,C00928374,,,
N,,,BOB,H6PA07188,BROOKS,,"BROOKS, BOB",H,,07,PA,DEM,001,Administrative/Salary/Overhead Expenses ,,DLP PAC,C00895730,W,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"GILLIGAN, TARA",NONE,Q,19755.5,2026-04-22,PRINTING AND POSTAGE,2026-04-30,S,P2026,,,,,,,,,DOVER,,1971870,F24,202604309866769807,24,4043020261484517014,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604309866769807,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4043020261484916030,E-49221,,,,
N,,,RANDY,H6CA22190,VILLEGAS,,"VILLEGAS, RANDY",H,,22,CA,DEM,,,,LEADERS WE DESERVE,C00843110,W,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"VAN HALL, LAURIE",NONE,M,20196.31,2026-04-22,POSTAGE - NON-CONTRIBUTION ACCOUNT,2026-04-28,S,P2026,,,,,,,,,GRAND RAPIDS,,1971811,F24,202604309866743678,24,4043020261484517010,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604309866743678,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4043020261484916021,500821554,,,,
N,,,RANDY,H6CA22190,VILLEGAS,,"VILLEGAS, RANDY",H,,22,CA,DEM,,,,LEADERS WE DESERVE,C00843110,W,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"VAN HALL, LAURIE",NONE,M,17581.53,2026-04-22,DIRECT MAIL PRODUCTION - NON-CONTRIBUTION ACCOUNT,2026-04-28,S,P2026,,,,,,,,,GRAND RAPIDS,,1971811,F24,202604309866743678,24,4043020261484517010,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604309866743678,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4043020261484916020,500821553,,,,
N,,,CHRISTIAN,H6TX18232,MENEFEE,,"MENEFEE, CHRISTIAN REP.",H,,18,TX,DEM,004,Advertising Expenses ,,PROTECT PROGRESS,C00848440,O,U,Unauthorized,,,MN,ST. PAUL,2026,True,,,"PHILIPCZYK, BRANDON",FAIRSHAKE,M,47162.2,2026-04-22,"IE-MENEFEE-DIRECT MAIL PRODUCTION, PRINTING, POSTAGE",2026-04-27,S,R2026,RUNOFF,,,,,,,,ANNANDALE,,1971729,F24,202604299866728809,24,4042920261483913019,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604299866728809,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042920261484444186,VD0ED089A46FC26E27F0,C00899831,,,
N,,,ALEXANDRA,H6TX09140,MEALER,,"MEALER, ALEXANDRA",H,,09,TX,REP,,,,CLUB FOR GROWTH ACTION,C00487470,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"ROZANSKY, ADAM",NONE,M,17178.08,2026-04-22,MAIL PRODUCTION/POSTAGE,2026-04-28,S,R2026,RUNOFF,,,,,,,,CHARLESTON,,1971631,F24,202604299866722886,24,4042920261483913006,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604299866722886,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042920261484444109,SE24.6238,,,,
N,,,GRAHAM,S6ME00373,PLATNER,,"PLATNER, GRAHAM",S,,00,ME,DEM,,,,PINE TREE RESULTS PAC,C00894709,O,B,Lobbyist/Registrant PAC,,,VA,ALEXANDRIA,2026,True,,,"KOCH, THEODORE V",NONE,Q,1999500.0,2026-04-22,MEDIA PRODUCTION/PLACEMENT,2026-04-26,O,P2026,,,,,,,,,ALEXANDRIA,,1971319,F24,202604269866700829,24,4042720261483673002,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604269866700829,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042720261483738003,SE.4573,C00894709,,,
N,,,ADAM,H6NJ12417,HAMAWY,,"HAMAWY, ADAM",H,,12,NJ,DEM,004,Advertising Expenses ,,AMERICAN PRIORITIES (AP),C00932723,O,U,Unauthorized,,,DE,WILMINGTON,2026,True,,,"HANNA, MARK",NONE,Q,500000.0,2026-04-22,DIGITAL & TV ADVERTISING & PRODUCTION - ESTIMATE,2026-04-24,S,P2026,,,,,,,,,WASHINGTON,,1971315,F24,202604269866700764,24,4042720261483673001,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604269866700764,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042720261483738001,SE.4203,C00932723,,,
N,,,CHRISTIAN,H6TX18232,MENEFEE,,"MENEFEE, CHRISTIAN REP.",H,,18,TX,DEM,004,Advertising Expenses ,,PROTECT PROGRESS,C00848440,O,U,Unauthorized,,,MN,ST. PAUL,2026,True,,,"PHILIPCZYK, BRANDON",FAIRSHAKE,M,47162.2,2026-04-22,"IE-MENEFEE-DIRECT MAIL PRODUCTION, PRINTING, POSTAGE",2026-04-24,S,R2026,RUNOFF,,,,,,,,ANNANDALE,,1971285,F24,202604269866700260,24,4042620261483660003,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604269866700260,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042620261483664003,V44F6C84BE36EE4426AC,C00899831,,,
A,,,BRIAN,H6OH07168,POINDEXTER,,"POINDEXTER, BRIAN",H,,07,OH,DEM,,,,JOBS AND DEMOCRACY PAC,C00928374,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"BADILLO, JORGE",PUBLIC FIRST,Q,424280.63,2026-04-22,TV BUY,2026-04-23,S,P2026,,,,,,,,,SANTA BARBARA,,1971253,F24,202604259866700090,24,4042520261483646005,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604259866700090,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042520261483652008,SE.4219,C00928374,,,
A,,,BRIAN,H6OH07168,POINDEXTER,,"POINDEXTER, BRIAN",H,,07,OH,DEM,,,,JOBS AND DEMOCRACY PAC,C00928374,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"BADILLO, JORGE",PUBLIC FIRST,Q,0.0,2026-04-22,DIGITAL BUY,2026-04-22,S,P2026,,,,,,,,,SANTA BARBARA,,1971253,F24,202604259866700089,24,4042520261483646005,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604259866700089,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042520261483652007,SE.4217,C00928374,,,
A,,,BRIAN,H6OH07168,POINDEXTER,,"POINDEXTER, BRIAN",H,,07,OH,DEM,,,,JOBS AND DEMOCRACY PAC,C00928374,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"BADILLO, JORGE",PUBLIC FIRST,Q,18000.0,2026-04-22,AD PRODUCTION,2026-04-22,S,P2026,,,,,,,,,SANTA BARBARA,,1971253,F24,202604259866700089,24,4042520261483646005,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604259866700089,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042520261483652006,SE.4215,C00928374,,,
N,,,BRIAN,H6OH07168,POINDEXTER,,"POINDEXTER, BRIAN",H,,07,OH,DEM,,,,JOBS AND DEMOCRACY PAC,C00928374,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"BADILLO, JORGE",PUBLIC FIRST,Q,424280.63,2026-04-22,TV BUY,2026-04-23,S,P2026,,,,,,,,,SANTA BARBARA,,1971145,F24,202604249866698336,24,4042420261482795043,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604249866698336,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438273,SE.4219,C00928374,,,
N,,,BRIAN,H6OH07168,POINDEXTER,,"POINDEXTER, BRIAN",H,,07,OH,DEM,,,,JOBS AND DEMOCRACY PAC,C00928374,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"BADILLO, JORGE",PUBLIC FIRST,Q,57720.0,2026-04-22,DIGITAL BUY,2026-04-22,S,P2026,,,,,,,,,SANTA BARBARA,,1971145,F24,202604249866698335,24,4042420261482795043,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604249866698335,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438272,SE.4217,C00928374,,,
N,,,BRIAN,H6OH07168,POINDEXTER,,"POINDEXTER, BRIAN",H,,07,OH,DEM,,,,JOBS AND DEMOCRACY PAC,C00928374,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"BADILLO, JORGE",PUBLIC FIRST,Q,18000.0,2026-04-22,AD PRODUCTION,2026-04-22,S,P2026,,,,,,,,,SANTA BARBARA,,1971145,F24,202604249866698335,24,4042420261482795043,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604249866698335,24,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438271,SE.4215,C00928374,,,
N,,,ADRIAN,H6MD05321,BOAFO,,"BOAFO, ADRIAN",H,,05,MD,DEM,,,,AMERIPAC: THE FUND FOR A GREATER AMERICA,C00271338,Q,D,Leadership PAC,,,DC,WASHINGTON,2026,True,,,"PRITCHARD, AMY L.",HOYER,M,75900.0,2026-04-22,DIGITAL ADVERTISING - ESTIMATE,2026-04-22,S,P2026,,,,,,,,,ALEXANDRIA,,1971121,F24,202604249866697977,24,4042420261482795040,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604249866697977,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438261,500650401,,,,
N,,,JOHN,H6NE02190,CAVANAUGH,,"CAVANAUGH, JOHN",H,,02,NE,DEM,004,Advertising Expenses ,,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,C00513176,Q,U,Unauthorized,,,TX,DALLAS,2026,True,,,"TINSMON, CASSANDRA",BATTLEGROUND BLUE PAC,M,14000.0,2026-04-22,TELEVISION AD PRODUCTION - ESTIMATE,2026-04-22,S,P2026,,,,,,,,,CHICAGO,,1971055,F24,202604239866695037,24,4042420261482795031,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866695037,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438212,500554560,,,,
N,,,SAIKAT,H6CA11219,CHAKRABARTI,,"CHAKRABARTI, SAIKAT",H,,11,CA,DEM,,,,ABUNDANT FUTURE,C00922229,O,U,Unauthorized,,,CA,SACRAMENTO,2026,True,,,"SANDERS, NICHOLAS",NONE,Q,70045.79,2026-04-22,"DIRECT MAIL PRODUCTION, PRINTING AND POSTAGE",2026-04-22,O,P2026,,,,,,,,,SAN FRANCISCO,,1971037,F24,202604239866694809,24,4042420261482795028,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866694809,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438206,E-68,,,,
N,,,DANIEL,S6KY00237,CAMERON,,"CAMERON, DANIEL",S,,00,KY,REP,004,Advertising Expenses ,,KY PAC,C00944371,O,U,Unauthorized,,,VA,HERNDON,2026,True,,,"WOJCIECHOWSKI, MARIA",NONE,Q,87300.0,2026-04-22,MEDIA PLACEMENT,2026-04-21,O,P2026,,,,,,,,,ALEXANDRIA,,1971010,F24,202604239866689671,24,4042420261482795022,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866689671,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438190,SE.4118,C00944371,,,
N,,,ALA,H6PA03245,STANFORD,DR.,"STANFORD, ALA DR.",H,,03,PA,DEM,,,,314 ACTION FUND,C00633248,W,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"ROBERSON, JOHN",314 ACTION VICTORY FUND,M,100000.0,2026-04-22,ADVERTISING,2026-04-21,S,P2026,,,,,,,,,WASHINGTON,,1970900,F24,202604239866684181,24,4042420261482795012,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866684181,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438163,500104559,,,,
N,,,ALEXANDRA,H6TX09140,MEALER,,"MEALER, ALEXANDRA",H,,09,TX,REP,,,,WIN IT BACK PAC,C00844613,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"ROZANSKY, ADAM",NONE,M,183.74,2026-04-22,MAIL PRODUCTION (FROM ADVANCE LINE 21),2026-04-22,S,R2026,RUNOFF,,,,,,,,WASHINGTON,,1970850,F24,202604239866682885,24,4042420261482795008,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866682885,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438137,SE24.5981,,,,
N,,,FELIX,S6AL00476,MOORE,BARRY,"MOORE, FELIX BARRY",S,,00,AL,REP,,,,ALABAMA FREEDOM FUND,C00930438,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"ROZANSKY, ADAM",BARRY MOORE ALABAMA VICTORY,Q,681.51,2026-04-22,DIGITAL ADVERTISING (FROM ADVANCE LINE 21),2026-04-22,S,P2026,,,,,,,,,WASHINGTON,,1970839,F24,202604239866682845,24,4042420261482795006,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866682845,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438133,SE24.6219,,,,
N,,,FELIX,S6AL00476,MOORE,BARRY,"MOORE, FELIX BARRY",S,,00,AL,REP,,,,ALABAMA FREEDOM FUND,C00930438,O,U,Unauthorized,,,DC,WASHINGTON,2026,True,,,"ROZANSKY, ADAM",BARRY MOORE ALABAMA VICTORY,Q,92.05,2026-04-22,TV ADVERTISING (FROM ADVANCE LINE 21),2026-04-22,S,P2026,,,,,,,,,WASHINGTON,,1970839,F24,202604239866682845,24,4042420261482795006,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604239866682845,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438132,SE24.6146,,,,
N,,,MICHAEL CHARLES,H6LA05242,ECHOLS,,"ECHOLS, MICHAEL CHARLES",H,,05,LA,REP,,,,LOUISIANA GROWTH AND FUTURE FUND,C00940007,O,U,Unauthorized,,,FL,PORT RICHEY,2026,True,,,"JOHNSON, MELODIE",NONE,M,36018.0,2026-04-22,DIRECT MAIL,2026-04-22,S,P2026,,,,,,,,,BATON ROUGE,,1970817,F24,202604229866681774,24,4042420261482795003,,,,False,,https://docquery.fec.gov/cgi-bin/fecimg/?202604229866681774,48,2026,SE,ITEMIZED INDEPENDENT EXPENDITURES,4042420261483438006,SE.4120,C00940007,,,
